1.12148 0.000285337
1.17725 0.00733914
1.18765 0.0142803
1.2335 0.0204945
1.2439 0.0270118
1.2585 0.0333095
1.271 0.0395279
1.3066 0.0448186
1.317 0.0507821
1.3316 0.0564734
1.3441 0.0621382
1.3608 0.0674897
1.3733 0.0729338
1.39 0.0780432
1.4004 0.0834047
1.4297 0.0875149
1.4401 0.0926602
1.4568 0.0973092
1.4672 0.10229
1.486 0.106595
1.4964 0.111414
1.5131 0.115683
1.5235 0.120354
1.5444 0.124113
1.5548 0.128634
1.5715 0.132561
1.5819 0.136949
1.6007 0.140539
1.6132 0.144607
1.6278 0.148421
1.6403 0.152362
1.6654 0.155062
1.6758 0.159064
1.6925 0.162411
1.7029 0.166305
1.7217 0.169321
1.7342 0.172898
1.7488 0.176212
1.7655 0.179258
1.7843 0.182032
1.8073 0.184319
1.8282 0.186763
1.8491 0.189151
1.8658 0.191918
1.8846 0.194418
1.9034 0.196869
1.9243 0.199054
1.9452 0.201193
1.9619 0.203721
1.9765 0.206425
2.0205 0.206048
2.1485 0.197645
2.1589 0.200547
2.2407 0.196938
2.2511 0.199725
2.2615 0.202485
2.2761 0.204842
2.3327 0.203438
2.3452 0.205901
2.3598 0.208153
2.3765 0.210191
2.3869 0.212761
2.4057 0.214557
2.4476 0.214283
2.458 0.216762
2.4684 0.219219
2.4851 0.221094
2.5039 0.222756
2.5248 0.224208
2.5352 0.22657
2.5498 0.228536
2.5707 0.229914
2.6042 0.230151
2.6209 0.231859
2.6376 0.233546
2.648 0.23577
2.6605 0.23779
2.6709 0.239979
2.6876 0.241584
2.7085 0.242791
2.7462 0.242488
2.7671 0.243663
2.7964 0.244085
2.8173 0.245228
2.8361 0.246536
2.8528 0.248009
2.8695 0.249465
2.8841 0.251087
2.9029 0.252327
2.9259 0.253187
2.9573 0.253312
2.9677 0.255228
2.9907 0.256047
3.0158 0.256675
3.0367 0.257648
3.0639 0.258076
3.0806 0.259378
3.0994 0.260489
3.1203 0.261411
3.1412 0.26232
3.1684 0.262694
3.1851 0.263929
3.206 0.264803
3.229 0.265494
3.252 0.266175
3.2771 0.266675
3.2938 0.267849
3.3126 0.26884
3.4427 0.261097
3.4531 0.26272
3.537 0.258841
3.5474 0.260427
3.5578 0.262005
3.5745 0.263108
3.6311 0.261298
3.6478 0.262383
3.6582 0.263911
3.6749 0.264976
3.6853 0.266486
3.7041 0.267379
3.746 0.26661
3.7669 0.267339
3.7815 0.268507
3.8024 0.269219
3.8191 0.270221
3.84 0.270917
3.8504 0.272346
3.8839 0.272139
3.9048 0.272813
3.9236 0.273626
3.9466 0.27414
3.9654 0.274938
3.9884 0.275439
4.0051 0.276368
4.0155 0.277724
4.0427 0.277913
4.0657 0.278387
4.0866 0.279
4.1096 0.279463
4.1305 0.280063
4.1535 0.280515
4.1744 0.281104
4.1911 0.281969
4.2162 0.282264
4.2266 0.283538
4.2496 0.283961
4.2726 0.28438
4.2956 0.284794
4.3165 0.285342
4.3395 0.285747
4.3625 0.286148
4.3813 0.286819
4.4064 0.287073
4.4231 0.28787
4.4335 0.289072
4.4565 0.289447
4.4795 0.289818
4.5025 0.290185
4.5255 0.290549
4.5485 0.290909
4.5715 0.291265
4.5924 0.291752
4.6154 0.2921
4.6342 0.292711
4.6635 0.292656
4.6844 0.293126
4.7074 0.293461
4.7325 0.293663
4.7555 0.293992
4.7785 0.294318
4.7973 0.294899
4.8224 0.29509
4.8433 0.295534
4.8684 0.295719
4.8914 0.29603
4.9144 0.296337
5.0403 0.290586
5.0528 0.291514
5.1325 0.288608
5.1429 0.289642
5.1533 0.290672
5.17 0.291342
5.1951 0.291536
5.2055 0.292552
5.2159 0.293564
5.2263 0.294572
5.2367 0.295575
5.25006 0.296408
5.26046 0.297404
5.27086 0.298395
5.28126 0.299383
5.29166 0.300367
5.30206 0.301347
5.31246 0.302323
5.32286 0.303296
5.33326 0.304264
5.34366 0.305229
5.35406 0.30619
5.36446 0.307147
5.37486 0.308101
5.38526 0.309051
5.39566 0.309997
5.40606 0.31094
5.41646 0.311879
5.42686 0.312814
5.43726 0.313746
5.44766 0.314675
5.45806 0.315599
